hour,minute,day,load,temp
22,10,1,16.9,48.45
22,10,1,30.1,55.05
22,10,1,19.6,49.8
22,10,1,10.6,45.3
22,16,1,14.7,47.35
22,16,1,12.8,46.4
22,16,1,14.0,47.0
22,16,1,8.6,44.3
22,17,1,12.3,46.15
22,17,1,8.7,44.35
22,17,1,22.6,51.3
22,17,1,15.4,47.7
22,17,1,12.8,46.4
22,17,1,18.1,49.05
22,18,1,10.1,45.05
22,18,1,19.1,49.55
22,18,1,10.2,45.1
22,18,1,11.8,45.9
22,18,1,14.4,47.2
22,18,1,19.0,49.5
22,19,1,12.4,46.2
22,19,1,10.0,45.0
22,19,1,12.1,46.05
22,19,1,10.8,45.4
22,19,1,11.8,45.9
22,19,1,9.3,44.65
22,19,1,21.0,50.5
22,20,1,12.0,46.0
22,20,1,35.5,57.75
22,20,1,15.7,47.85
22,21,1,11.0,45.5
22,21,1,11.7,45.85
22,21,1,10.0,45.0
22,21,1,12.7,46.35
22,21,1,14.3,47.15
22,21,1,13.2,46.6
22,21,1,9.3,44.65
22,21,1,8.8,44.4
22,22,1,15.4,47.7
22,22,1,13.0,46.5
22,31,1,12.2,46.1
22,31,1,10.8,45.4
22,31,1,7.8,43.9
22,31,1,6.3,43.15
22,31,1,11.7,45.85
22,31,1,9.7,44.85
22,31,1,8.7,44.35
22,31,1,5.7,42.85
22,31,1,19.8,49.9
22,32,1,5.3,42.65
22,32,1,6.1,43.05
22,32,1,7.2,43.6
22,48,1,15.5,47.75
22,48,1,7.2,43.6
23,0,1,6.9,43.45
11,0,2,19.3,49.65
11,0,2,12.2,46.1
11,0,2,15.5,47.75
11,0,2,13.4,46.7
11,0,2,9.8,44.9
11,32,2,7.6,43.8
11,33,2,7.6,43.8
11,33,2,8.8,44.4
11,33,2,8.0,44.0
11,33,2,7.3,43.65
11,33,2,12.4,46.2
11,33,2,10.3,45.15
11,33,2,11.1,45.55
11,33,2,8.7,44.35
11,33,2,9.2,44.6
11,34,2,22.1,51.05
11,34,2,10.4,45.2
11,34,2,12.4,46.2
11,34,2,12.8,46.4
11,34,2,16.5,48.25
11,34,2,20.8,50.4
11,34,2,15.3,47.65
11,34,2,25.3,52.65
11,35,2,25.6,52.8
11,35,2,60.1,70.05
11,35,2,27.5,53.75
11,35,2,19.5,49.75
11,35,2,17.8,48.9
11,35,2,11.5,45.75
11,35,2,10.6,45.3
11,35,2,30.7,55.35
11,35,2,22.9,51.45
11,36,2,14.8,47.4
11,36,2,27.0,53.5
11,36,2,31.8,55.9
11,36,2,25.5,52.75
11,36,2,43.0,61.5
11,36,2,23.1,51.55
11,36,2,37.6,58.8
11,36,2,44.6,62.3
11,37,2,61.1,70.55
11,37,2,46.0,63.0
11,37,2,42.2,61.1
11,37,2,53.7,66.85
11,37,2,60.8,70.4
11,37,2,60.3,70.15
11,37,2,48.3,64.15
11,37,2,63.3,71.65
11,38,2,64.8,72.4
11,38,2,60.9,70.45
11,38,2,59.6,69.8
11,38,2,53.5,66.75
11,38,2,80.2,80.1
11,38,2,78.0,79.0
11,39,2,63.3,71.65
11,39,2,68.2,74.1
11,39,2,78.8,79.4
11,39,2,75.3,77.65
11,39,2,80.4,80.2
11,39,2,76.6,78.3
11,39,2,67.3,73.65
11,39,2,65.7,72.85
11,40,2,67.6,73.8
11,40,2,57.1,68.55
11,40,2,60.4,70.2
11,40,2,58.4,69.2
11,40,2,64.7,72.35
11,40,2,62.3,71.15
11,40,2,54.8,67.4
11,40,2,55.1,67.55
11,40,2,53.1,66.55
11,41,2,58.3,69.15
11,41,2,66.1,73.05
11,41,2,56.8,68.4
11,41,2,56.3,68.15
11,41,2,58.6,69.3
11,41,2,53.9,66.95
11,41,2,55.9,67.95
11,41,2,55.1,67.55
11,41,2,48.3,64.15
11,42,2,54.8,67.4
11,42,2,59.2,69.6
11,42,2,50.7,65.35
11,42,2,63.4,71.7
11,42,2,61.3,70.65
11,42,2,53.2,66.6
11,42,2,56.6,68.3
11,43,2,68.3,74.15
11,43,2,60.9,70.45
11,43,2,34.5,57.25
11,43,2,33.6,56.8
11,43,2,16.6,48.3
11,43,2,30.7,55.35
11,43,2,33.8,56.9
11,44,2,38.7,59.35
11,44,2,57.3,68.65
11,44,2,61.0,70.5
11,44,2,65.9,72.95
11,44,2,57.8,68.9
11,44,2,59.4,69.7
11,45,2,60.9,70.45
11,45,2,55.4,67.7
11,45,2,63.5,71.75
11,45,2,36.6,58.3
11,45,2,55.6,67.8
11,45,2,80.5,80.25
11,46,2,81.2,80.6
11,46,2,52.1,66.05
11,46,2,70.5,75.25
11,46,2,80.5,80.25
11,46,2,80.0,80.0
11,46,2,74.1,77.05
11,47,2,65.2,72.6
11,47,2,64.8,72.4
11,47,2,57.6,68.8
11,47,2,65.0,72.5
11,47,2,71.7,75.85
11,48,2,35.8,57.9
11,48,2,6.0,43.0
11,48,2,16.1,48.05
11,48,2,18.5,49.25
11,48,2,19.5,49.75
11,48,2,12.3,46.15
11,48,2,14.6,47.3
11,49,2,15.8,47.9
11,49,2,9.2,44.6
11,49,2,16.3,48.15
11,49,2,14.2,47.1
11,49,2,8.1,44.05
11,49,2,15.6,47.8
11,49,2,14.2,47.1
11,50,2,7.7,43.85
11,50,2,17.0,48.5
11,50,2,38.2,59.1
11,50,2,11.3,45.65
11,50,2,11.4,45.7
11,56,2,12.7,46.35
11,56,2,9.1,44.55
11,56,2,21.1,50.55
11,56,2,7.6,43.8
11,56,2,11.2,45.6
11,56,2,25.6,52.8
11,56,2,22.0,51.0
11,57,2,18.4,49.2
11,57,2,21.7,50.85
11,57,2,17.2,48.6
11,57,2,14.2,47.1
11,57,2,61.5,70.75
11,57,2,24.9,52.45
11,57,2,59.4,69.7
11,57,2,46.1,63.05
11,58,2,15.0,47.5
11,58,2,18.3,49.15
11,58,2,13.4,46.7
11,58,2,75.2,77.6
11,58,2,38.4,59.2
11,58,2,21.1,50.55
11,58,2,31.1,55.55
11,58,2,35.1,57.55
11,58,2,33.2,56.6
11,59,2,30.0,55.0
11,59,2,30.1,55.05
11,59,2,25.4,52.7
11,59,2,51.9,65.95
11,59,2,61.7,70.85
11,59,2,62.4,71.2
11,59,2,61.2,70.6
11,59,2,66.8,73.4
11,59,2,55.2,67.6
11,59,2,66.0,73.0
12,0,2,56.1,68.05
12,0,2,55.6,67.8
12,0,2,47.1,63.55
12,0,2,56.3,68.15
12,0,2,60.5,70.25
12,0,2,58.5,69.25
12,0,2,45.7,62.85
12,0,2,58.0,69.0
12,0,2,70.5,75.25
12,0,2,63.3,71.65
12,1,2,78.6,79.3
12,1,2,75.1,77.55
12,1,2,40.9,60.45
12,1,2,62.8,71.4
12,1,2,65.8,72.9
12,1,2,75.9,77.95
12,1,2,72.9,76.45
12,1,2,77.5,78.75
12,1,2,74.7,77.35
12,1,2,61.8,70.9
12,2,2,74.8,77.4
12,2,2,76.4,78.2
12,2,2,70.1,75.05
12,2,2,67.6,73.8
12,2,2,53.1,66.55
12,2,2,64.3,72.15
12,2,2,65.5,72.75
12,2,2,60.1,70.05
12,2,2,62.1,71.05
12,2,2,64.3,72.15
12,3,2,59.9,69.95
12,3,2,66.3,73.15
12,3,2,46.9,63.45
12,3,2,61.2,70.6
12,3,2,46.4,63.2
12,3,2,53.3,66.65
12,3,2,61.7,70.85
12,3,2,56.1,68.05
12,3,2,56.1,68.05
12,3,2,49.9,64.95
12,4,2,19.9,49.95
12,4,2,47.5,63.75
12,4,2,14.0,47.0
12,4,2,11.9,45.95
12,4,2,7.4,43.7
12,4,2,7.8,43.9
12,4,2,9.8,44.9
12,4,2,6.4,43.2
12,5,2,13.4,46.7
12,5,2,16.7,48.35
12,5,2,9.8,44.9
12,5,2,11.1,45.55
12,5,2,14.6,47.3
12,5,2,6.6,43.3
12,5,2,6.7,43.35
12,5,2,7.7,43.85
12,5,2,6.2,43.1
12,6,2,8.8,44.4
12,6,2,16.1,48.05
12,6,2,8.1,44.05
12,6,2,20.3,50.15
12,6,2,16.6,48.3
12,6,2,17.2,48.6
12,6,2,100.0,90.0
12,7,2,13.3,46.65
12,7,2,6.1,43.05
12,7,2,10.0,45.0
12,7,2,12.4,46.2
12,7,2,9.5,44.75
12,7,2,10.1,45.05
12,7,2,9.1,44.55
12,7,2,11.5,45.75
12,7,2,11.6,45.8
12,7,2,10.8,45.4
12,8,2,11.5,45.75
12,8,2,10.1,45.05
12,8,2,99.0,89.5
12,8,2,38.6,59.3
12,8,2,100.0,90.0
12,9,2,11.5,45.75
12,9,2,6.0,43.0
12,9,2,7.6,43.8
12,9,2,12.8,46.4
12,9,2,9.0,44.5
12,9,2,8.5,44.25
12,9,2,8.9,44.45
12,9,2,9.0,44.5
12,10,2,13.7,46.85
12,10,2,10.3,45.15
12,10,2,6.6,43.3
12,10,2,6.0,43.0
12,10,2,13.4,46.7
12,10,2,8.8,44.4
12,10,2,9.8,44.9
12,10,2,5.8,42.9
12,10,2,12.8,46.4
12,11,2,9.8,44.9
12,11,2,6.9,43.45
12,11,2,18.5,49.25
12,11,2,5.5,42.75
12,11,2,5.3,42.65
12,11,2,5.9,42.95
12,11,2,6.8,43.4
12,11,2,6.4,43.2
12,11,2,9.8,44.9
12,11,2,10.8,45.4
12,12,2,10.8,45.4
12,12,2,11.4,45.7
12,12,2,13.0,46.5
12,12,2,6.9,43.45
12,12,2,14.8,47.4
12,12,2,27.1,53.55
12,12,2,15.1,47.55
12,12,2,12.5,46.25
12,13,2,8.5,44.25
12,13,2,20.1,50.05
12,13,2,17.3,48.65
12,13,2,17.3,48.65
12,13,2,16.2,48.1
12,13,2,21.6,50.8
12,13,2,23.9,51.95
12,13,2,16.2,48.1
12,14,2,10.6,45.3
12,14,2,16.6,48.3
12,14,2,10.5,45.25
12,14,2,22.8,51.4
12,14,2,25.5,52.75
12,14,2,11.6,45.8
12,14,2,14.3,47.15
12,14,2,5.0,42.5
12,15,2,8.9,44.45
12,15,2,8.8,44.4
12,15,2,10.8,45.4
12,15,2,10.2,45.1
12,15,2,12.2,46.1
12,15,2,19.5,49.75
12,15,2,12.2,46.1
12,16,2,11.5,45.75
12,16,2,12.8,46.4
12,16,2,13.0,46.5
12,16,2,10.3,45.15
12,17,2,8.4,44.2
12,17,2,12.6,46.3
12,17,2,8.3,44.15
12,17,2,8.0,44.0
12,17,2,7.8,43.9
12,17,2,10.1,45.05
12,17,2,3.3,41.65
12,17,2,19.9,49.95
12,17,2,14.2,47.1
12,18,2,9.0,44.5
12,18,2,7.1,43.55
12,18,2,7.4,43.7
12,18,2,7.6,43.8
12,18,2,12.8,46.4
12,18,2,8.5,44.25
12,18,2,12.6,46.3
12,18,2,22.9,51.45
12,18,2,12.2,46.1
12,19,2,19.5,49.75
12,19,2,9.0,44.5
12,19,2,22.3,51.15
12,19,2,16.1,48.05
12,19,2,17.6,48.8
12,19,2,19.5,49.75
12,19,2,23.7,51.85
12,19,2,14.0,47.0
12,20,2,20.4,50.2
12,20,2,17.6,48.8
12,20,2,13.9,46.95
12,20,2,12.4,46.2
12,20,2,13.1,46.55
12,20,2,8.1,44.05
12,20,2,16.6,48.3
12,20,2,8.5,44.25
12,21,2,15.3,47.65
12,21,2,10.5,45.25
12,21,2,5.9,42.95
12,21,2,15.3,47.65
12,21,2,12.3,46.15
12,21,2,11.7,45.85
12,21,2,14.5,47.25
12,26,2,16.9,48.45
12,26,2,16.3,48.15
12,27,2,7.8,43.9
12,27,2,8.2,44.1
12,27,2,9.0,44.5
12,27,2,9.7,44.85
12,27,2,100.0,90.0
12,27,2,9.5,44.75
12,27,2,9.3,44.65
12,28,2,6.7,43.35
12,28,2,8.2,44.1
12,28,2,34.2,57.1
12,28,2,12.8,46.4
12,28,2,9.5,44.75
12,28,2,29.6,54.8
12,28,2,8.3,44.15
12,28,2,24.5,52.25
12,29,2,50.6,65.3
12,29,2,6.2,43.1
12,29,2,6.0,43.0
12,29,2,9.1,44.55
12,29,2,14.4,47.2
12,29,2,12.2,46.1
12,29,2,9.2,44.6
12,29,2,42.8,61.4
12,30,2,7.9,43.95
12,30,2,7.1,43.55
12,30,2,10.6,45.3
12,30,2,15.5,47.75
12,30,2,12.7,46.35
12,30,2,11.0,45.5
12,30,2,11.6,45.8
12,30,2,13.0,46.5
12,30,2,17.0,48.5
12,31,2,12.3,46.15
12,31,2,10.6,45.3
12,31,2,5.4,42.7
12,31,2,11.6,45.8
12,31,2,27.5,53.75
12,31,2,16.6,48.3
12,31,2,20.1,50.05
12,31,2,12.3,46.15
12,31,2,8.6,44.3
12,32,2,8.7,44.35
12,32,2,16.8,48.4
12,32,2,11.1,45.55
12,32,2,20.9,50.45
12,32,2,21.9,50.95
12,32,2,18.5,49.25
12,32,2,16.6,48.3
12,33,2,28.0,54.0
12,33,2,23.8,51.9
12,33,2,20.4,50.2
12,33,2,21.4,50.7
12,33,2,36.2,58.1
12,33,2,30.0,55.0
12,33,2,16.1,48.05
12,34,2,18.9,49.45
12,34,2,11.2,45.6
12,34,2,23.8,51.9
12,34,2,19.4,49.7
12,34,2,17.6,48.8
12,34,2,24.6,52.3
12,34,2,15.5,47.75
12,35,2,19.2,49.6
12,35,2,11.3,45.65
12,35,2,10.8,45.4
12,35,2,13.7,46.85
12,35,2,22.0,51.0
12,35,2,20.3,50.15
12,35,2,17.2,48.6
12,35,2,43.2,61.6
12,36,2,19.4,49.7
12,36,2,21.6,50.8
12,36,2,11.4,45.7
12,36,2,26.4,53.2
12,36,2,20.4,50.2
12,36,2,13.0,46.5
12,36,2,12.6,46.3
12,37,2,7.8,43.9
12,37,2,18.3,49.15
12,37,2,23.5,51.75
12,37,2,19.2,49.6
12,37,2,22.2,51.1
12,37,2,20.8,50.4
12,37,2,20.3,50.15
12,38,2,9.8,44.9
12,38,2,14.2,47.1
12,38,2,16.5,48.25
12,38,2,9.1,44.55
12,38,2,21.7,50.85
12,38,2,13.6,46.8
12,38,2,14.8,47.4
12,39,2,31.9,55.95
12,39,2,19.3,49.65
12,39,2,20.1,50.05
12,39,2,12.2,46.1
12,39,2,22.8,51.4
12,39,2,28.6,54.3
12,39,2,26.1,53.05
12,40,2,29.9,54.95
12,40,2,18.4,49.2
12,40,2,16.8,48.4
12,40,2,11.7,45.85
12,40,2,29.1,54.55
12,40,2,19.1,49.55
12,40,2,11.1,45.55
12,40,2,16.8,48.4
12,40,2,14.4,47.2
12,40,2,21.9,50.95
12,41,2,5.1,42.55
12,41,2,8.0,44.0
12,41,2,8.9,44.45
12,41,2,15.5,47.75
12,41,2,23.7,51.85
12,42,2,9.8,44.9
12,42,2,5.9,42.95
12,42,2,7.0,43.5
12,42,2,8.5,44.25
12,42,2,14.5,47.25
12,42,2,5.4,42.7
12,42,2,15.9,47.95
12,42,2,8.4,44.2
12,42,2,10.7,45.35
12,42,2,14.0,47.0
12,43,2,33.4,56.7
12,43,2,15.2,47.6
12,43,2,9.7,44.85
12,43,2,17.4,48.7
12,43,2,25.2,52.6
12,43,2,14.3,47.15
12,43,2,10.4,45.2
12,43,2,15.0,47.5
12,44,2,7.6,43.8
12,44,2,14.7,47.35
12,44,2,7.9,43.95
12,44,2,16.0,48.0
12,44,2,19.1,49.55
12,44,2,17.8,48.9
12,44,2,11.5,45.75
12,45,2,18.3,49.15
12,45,2,18.4,49.2
12,45,2,15.3,47.65
12,45,2,13.8,46.9
12,45,2,11.9,45.95
12,50,2,6.4,43.2
12,50,2,6.0,43.0
12,50,2,13.0,46.5
12,50,2,7.2,43.6
12,50,2,9.2,44.6
12,51,2,8.9,44.45
12,51,2,7.3,43.65
12,51,2,7.7,43.85
12,51,2,8.9,44.45
12,51,2,11.4,45.7
12,52,2,100.0,90.0
12,52,2,100.0,90.0
12,52,2,18.9,49.45
12,53,2,14.4,47.2
12,53,2,11.4,45.7
12,53,2,19.7,49.85
12,53,2,14.0,47.0
12,54,2,17.7,48.85
12,54,2,15.7,47.85
12,54,2,29.1,54.55
12,54,2,28.4,54.2
12,54,2,27.4,53.7
12,55,2,29.1,54.55
12,55,2,28.7,54.35
12,56,2,10.1,45.05
12,56,2,7.4,43.7
12,56,2,10.1,45.05
12,57,2,4.6,42.3
12,57,2,8.8,44.4
12,57,2,5.9,42.95
12,57,2,9.6,44.8
12,57,2,10.9,45.45
12,58,2,12.6,46.3
12,58,2,5.9,42.95
12,58,2,6.3,43.15
12,58,2,9.9,44.95
12,59,2,10.9,45.45
12,59,2,19.7,49.85
12,59,2,16.2,48.1
12,59,2,14.7,47.35
12,59,2,16.2,48.1
13,0,2,16.0,48.0
13,0,2,17.4,48.7
13,0,2,21.9,50.95
13,0,2,7.5,43.75
13,0,2,5.2,42.6
13,1,2,5.4,42.7
13,1,2,9.2,44.6
13,2,2,8.5,44.25
13,2,2,7.1,43.55
13,2,2,5.7,42.85
13,2,2,6.3,43.15
13,3,2,7.8,43.9
13,3,2,65.5,72.75
13,3,2,36.5,58.25
13,3,2,9.9,44.95
13,4,2,7.9,43.95
13,4,2,5.7,42.85
13,4,2,10.6,45.3
13,4,2,11.0,45.5
13,4,2,7.9,43.95
13,5,2,18.9,49.45
13,5,2,6.8,43.4
13,5,2,10.3,45.15
13,5,2,13.1,46.55
13,5,2,13.6,46.8
13,6,2,12.3,46.15
13,6,2,7.4,43.7
13,6,2,8.9,44.45
13,6,2,11.0,45.5
13,7,2,8.0,44.0
13,7,2,26.1,53.05
13,7,2,9.0,44.5
13,7,2,7.5,43.75
13,7,2,11.4,45.7
13,8,2,8.7,44.35
13,8,2,7.8,43.9
13,8,2,9.4,44.7
13,8,2,8.6,44.3
13,8,2,10.6,45.3
13,9,2,11.1,45.55
13,9,2,12.9,46.45
13,9,2,11.4,45.7
13,9,2,3.9,41.95
13,10,2,12.2,46.1
13,10,2,10.0,45.0
13,10,2,8.2,44.1
13,10,2,7.4,43.7
13,10,2,10.7,45.35
13,11,2,10.9,45.45
13,11,2,8.1,44.05
13,11,2,3.0,41.5
13,11,2,14.4,47.2
13,11,2,11.1,45.55
13,12,2,20.8,50.4
13,12,2,12.9,46.45
13,12,2,10.4,45.2
13,12,2,14.5,47.25
13,12,2,12.9,46.45
13,13,2,21.1,50.55
13,13,2,9.3,44.65
13,13,2,10.5,45.25
13,13,2,11.1,45.55
13,13,2,5.5,42.75
13,14,2,7.1,43.55
13,14,2,8.5,44.25
13,14,2,8.6,44.3
13,14,2,7.2,43.6
13,14,2,6.9,43.45
13,15,2,4.6,42.3
13,15,2,5.9,42.95
13,15,2,5.3,42.65
13,15,2,7.2,43.6
13,15,2,12.2,46.1
13,16,2,9.2,44.6
13,16,2,15.3,47.65
13,16,2,12.6,46.3
13,16,2,6.8,43.4
13,16,2,6.1,43.05
13,17,2,8.7,44.35
13,17,2,7.0,43.5
13,17,2,10.4,45.2
13,17,2,6.8,43.4
13,18,2,10.4,45.2
13,18,2,11.4,45.7
13,18,2,9.4,44.7
13,18,2,5.2,42.6
13,18,2,9.2,44.6
13,19,2,8.0,44.0
13,19,2,9.4,44.7
13,19,2,8.0,44.0
13,19,2,9.0,44.5
13,19,2,9.2,44.6
13,20,2,6.8,43.4
13,20,2,7.7,43.85
13,20,2,5.8,42.9
13,20,2,10.1,45.05
13,21,2,5.8,42.9
13,21,2,12.7,46.35
13,21,2,9.7,44.85
13,21,2,8.7,44.35
13,21,2,8.7,44.35
13,22,2,9.6,44.8
13,22,2,100.0,90.0
13,22,2,6.9,43.45
13,22,2,7.9,43.95
13,23,2,6.5,43.25
13,23,2,8.2,44.1
13,23,2,8.8,44.4
13,23,2,11.2,45.6
13,24,2,11.8,45.9
13,24,2,8.1,44.05
13,24,2,9.7,44.85
13,24,2,5.1,42.55
13,25,2,75.2,77.6
13,25,2,5.9,42.95
13,25,2,100.0,90.0
13,26,2,20.9,50.45
13,26,2,46.3,63.15
13,26,2,59.5,69.75
13,26,2,29.6,54.8
13,26,2,45.3,62.65
13,27,2,22.2,51.1
13,27,2,19.6,49.8
13,27,2,12.3,46.15
13,27,2,40.5,60.25
13,27,2,28.4,54.2
13,28,2,47.5,63.75
13,28,2,61.0,70.5
13,28,2,47.1,63.55
13,28,2,77.7,78.85
13,29,2,7.2,43.6
13,29,2,7.3,43.65
13,29,2,8.9,44.45
13,30,2,8.6,44.3
13,30,2,11.8,45.9
13,30,2,7.3,43.65
13,30,2,6.8,43.4
13,30,2,11.2,45.6
13,31,2,9.3,44.65
13,31,2,6.2,43.1
13,31,2,7.6,43.8
13,31,2,6.3,43.15
13,31,2,8.5,44.25
13,31,2,7.6,43.8
13,32,2,8.2,44.1
13,32,2,6.5,43.25
13,32,2,4.9,42.45
13,32,2,13.2,46.6
13,32,2,10.0,45.0
13,33,2,5.5,42.75
14,22,2,14.4,47.2
14,22,2,11.5,45.75
14,23,2,19.3,49.65
14,23,2,8.5,44.25
14,23,2,16.8,48.4
14,24,2,8.4,44.2
14,24,2,100.0,90.0
14,24,2,10.1,45.05
14,24,2,9.6,44.8
14,25,2,15.1,47.55
14,25,2,12.7,46.35
14,25,2,11.5,45.75
14,25,2,11.1,45.55
14,26,2,14.0,47.0
14,26,2,14.4,47.2
14,26,2,100.0,90.0
14,27,2,100.0,90.0
14,28,2,10.1,45.05
14,28,2,11.9,45.95
14,28,2,10.6,45.3
14,29,2,13.4,46.7
14,29,2,10.9,45.45
14,29,2,11.2,45.6
14,29,2,11.0,45.5
15,30,2,9.8,44.9
15,31,2,7.1,43.55
15,31,2,73.9,76.95
15,31,2,100.0,90.0
15,32,2,100.0,90.0
15,36,2,35.6,57.8
15,36,2,31.4,55.7
15,36,2,3.6,41.8
15,36,2,2.6,41.3
15,37,2,100.0,90.0
15,38,2,58.8,69.4
15,38,2,15.9,47.95
15,38,2,18.7,49.35
15,38,2,16.2,48.1
15,52,2,2.5,41.25
15,52,2,5.6,42.8
15,52,2,1.0,40.5
15,53,2,4.6,42.3
15,53,2,1.6,40.8
15,53,2,0.7,40.35
15,53,2,3.5,41.75
15,53,2,4.0,42.0
15,54,2,2.1,41.05
15,54,2,4.3,42.15
15,54,2,6.3,43.15
15,54,2,1.9,40.95
15,54,2,5.6,42.8
15,55,2,2.6,41.3
15,55,2,5.5,42.75
15,55,2,4.2,42.1
15,55,2,1.8,40.9
15,55,2,7.4,43.7
15,56,2,25.7,52.85
15,56,2,100.0,90.0
15,56,2,9.1,44.55
15,56,2,9.2,44.6
15,57,2,4.4,42.2
15,57,2,11.5,45.75
15,57,2,5.2,42.6
15,57,2,4.0,42.0
15,57,2,6.7,43.35
15,58,2,4.7,42.35
15,58,2,2.6,41.3
15,58,2,14.5,47.25
15,58,2,4.5,42.25
15,58,2,3.2,41.6
15,59,2,1.9,40.95
15,59,2,100.0,90.0
16,5,2,9.2,44.6
16,6,2,1.8,40.9
16,6,2,8.1,44.05
16,6,2,10.6,45.3
16,6,2,20.4,50.2
16,6,2,2.0,41.0
16,7,2,6.9,43.45
16,7,2,95.4,87.7
16,7,2,43.2,61.6
16,7,2,100.0,90.0
16,8,2,15.1,47.55
16,9,2,12.0,46.0
16,9,2,6.5,43.25
16,9,2,5.9,42.95
16,9,2,10.1,45.05
16,9,2,13.3,46.65
16,10,2,9.5,44.75
16,10,2,6.6,43.3
16,10,2,9.6,44.8
16,10,2,13.8,46.9
16,11,2,15.3,47.65
16,11,2,11.3,45.65
16,11,2,13.3,46.65
16,11,2,7.8,43.9
16,11,2,9.0,44.5
16,12,2,12.0,46.0
16,12,2,12.6,46.3
16,12,2,13.0,46.5
16,12,2,13.7,46.85
16,13,2,9.4,44.7
16,13,2,18.8,49.4
16,13,2,12.5,46.25
16,13,2,9.0,44.5
16,13,2,14.1,47.05
16,14,2,7.4,43.7
16,14,2,6.6,43.3
16,14,2,6.3,43.15
16,14,2,100.0,90.0
16,15,2,8.5,44.25
16,15,2,6.1,43.05
16,15,2,9.1,44.55
16,15,2,7.6,43.8
16,16,2,6.5,43.25
16,16,2,29.1,54.55
16,16,2,5.6,42.8
16,16,2,8.5,44.25
16,16,2,9.4,44.7
16,17,2,10.5,45.25
16,17,2,5.8,42.9
16,17,2,10.3,45.15
16,17,2,6.2,43.1
16,17,2,14.2,47.1
16,18,2,11.6,45.8
16,18,2,7.5,43.75
16,18,2,8.6,44.3
16,18,2,7.4,43.7
16,19,2,6.5,43.25
16,19,2,6.3,43.15
16,19,2,7.1,43.55
16,19,2,6.8,43.4
16,19,2,6.4,43.2
16,20,2,8.4,44.2
16,20,2,9.7,44.85
16,20,2,9.9,44.95
16,20,2,7.9,43.95
16,20,2,7.1,43.55
16,21,2,6.8,43.4
16,21,2,4.4,42.2
16,21,2,8.0,44.0
16,21,2,8.5,44.25
16,21,2,9.7,44.85
16,22,2,9.3,44.65
16,22,2,10.1,45.05
16,22,2,11.9,45.95
16,22,2,18.2,49.1
16,22,2,11.3,45.65
16,23,2,12.9,46.45
16,23,2,21.8,50.9
16,23,2,24.8,52.4
16,23,2,11.8,45.9
16,23,2,10.4,45.2
16,24,2,8.3,44.15
16,24,2,8.1,44.05
16,24,2,10.5,45.25
16,24,2,6.8,43.4
16,25,2,6.2,43.1
16,25,2,8.4,44.2
16,25,2,6.7,43.35
16,25,2,8.5,44.25
16,25,2,8.1,44.05
16,26,2,6.5,43.25
16,26,2,5.5,42.75
16,26,2,8.2,44.1
16,26,2,4.3,42.15
16,26,2,5.9,42.95
16,27,2,3.8,41.9
8,33,3,4.8,42.4
8,33,3,10.2,45.1
8,34,3,7.0,43.5
8,34,3,6.1,43.05
8,34,3,12.1,46.05
8,34,3,5.0,42.5
8,34,3,9.8,44.9
8,35,3,15.3,47.65
8,35,3,8.6,44.3
8,35,3,8.8,44.4
8,35,3,6.3,43.15
8,36,3,6.8,43.4
8,36,3,5.2,42.6
8,36,3,12.0,46.0
8,36,3,9.2,44.6
8,36,3,9.0,44.5
8,37,3,8.6,44.3
8,37,3,20.5,50.25
8,37,3,5.2,42.6
8,37,3,5.9,42.95
8,38,3,7.6,43.8
8,38,3,8.3,44.15
8,38,3,11.6,45.8
8,38,3,8.7,44.35
8,38,3,10.3,45.15
8,39,3,7.5,43.75
8,39,3,7.7,43.85
8,39,3,7.8,43.9
8,39,3,6.2,43.1
8,40,3,11.7,45.85
8,40,3,11.4,45.7
8,40,3,11.6,45.8
8,40,3,7.9,43.95
8,40,3,9.1,44.55
8,41,3,10.4,45.2
8,41,3,15.9,47.95
8,41,3,6.0,43.0
8,41,3,7.7,43.85
8,42,3,30.3,55.15
8,42,3,10.1,45.05
8,42,3,6.1,43.05
8,43,3,35.9,57.95
8,43,3,6.0,43.0
8,43,3,2.3,41.15
8,43,3,3.0,41.5
8,43,3,34.0,57.0
8,44,3,9.9,44.95
9,18,3,4.2,42.1
9,18,3,11.3,45.65
9,18,3,8.8,44.4
9,43,3,6.9,43.45
9,43,3,7.5,43.75
9,43,3,14.4,47.2
9,43,3,15.1,47.55
9,44,3,26.3,53.15
9,44,3,14.7,47.35
9,44,3,24.1,52.05
9,44,3,21.6,50.8
9,45,3,25.5,52.75
9,45,3,8.2,44.1
9,45,3,13.6,46.8
9,45,3,7.7,43.85
9,45,3,9.6,44.8
9,46,3,10.4,45.2
9,46,3,15.9,47.95
9,46,3,19.1,49.55
9,46,3,8.3,44.15
9,47,3,23.2,51.6
9,47,3,20.8,50.4
9,47,3,16.8,48.4
9,47,3,21.3,50.65
9,47,3,22.1,51.05
9,48,3,20.3,50.15
9,48,3,17.1,48.55
9,48,3,15.8,47.9
9,48,3,22.0,51.0
9,49,3,26.6,53.3
9,49,3,8.3,44.15
9,49,3,18.4,49.2
9,49,3,17.7,48.85
9,49,3,13.6,46.8
9,50,3,9.6,44.8
9,50,3,6.5,43.25
9,50,3,8.3,44.15
9,50,3,6.8,43.4
9,51,3,10.4,45.2
9,51,3,9.0,44.5
9,51,3,28.2,54.1
